District,Service_Name,Department,Users_Reported,Satisfaction_Score_(%),Year,Month
Ngoma,Digital Health Records,Immigration Department,0.0,57.0,2023,Mar
Rubavu,eTax Portal,Ministry of Lands,4243.0,0.0,2022,Jan
Kayonza,Irembo Services,Rwanda Revenue Authority,0.0,75.3,2024,Jul
Musanze,Digital Health Records,Ministry of ICT,4551.0,0.0,2024,Jan
Gasabo,Irembo Services,Ministry of ICT,0.0,0.0,2021,Apr
Ngoma,Digital Health Records,Immigration Department,0.0,96.3,2021,Sep
Kayonza,Land Registration Portal,Rwanda Revenue Authority,0.0,0.0,2023,Jun
Kayonza,eTax Portal,Rwanda Revenue Authority,0.0,65.7,2022,Nov
Rulindo,Online Business Registration,Rwanda Revenue Authority,4510.0,0.0,2024,Unknown
Karongi,Digital Health Records,Immigration Department,531.0,0.0,2023,Dec
Rwamagana,Irembo Services,Immigration Department,0.0,0.0,2024,Jan
Kicukiro,eTax Portal,Ministry of Health,1574.0,68.7,2021,Jun
Rusizi,Online Business Registration,Ministry of Health,2393.0,0.0,2024,Jan
Kayonza,Irembo Services,Ministry of Health,1290.0,99.7,2022,Unknown
Musanze,eTax Portal,Ministry of Lands,0.0,99.2,2022,Nov
Nyarugenge,Irembo Services,Ministry of ICT,4170.0,0.0,2021,Jul
Gakenke,E-Visa Service,Ministry of Health,0.0,69.5,2022,Unknown
Kayonza,E-Visa Service,Ministry of Lands,0.0,0.0,2022,Dec
Nyarugenge,eTax Portal,Ministry of Lands,221.0,77.1,2023,Dec
Kicukiro,Online Business Registration,Immigration Department,0.0,73.9,2024,May
Rubavu,Online Business Registration,Rwanda Revenue Authority,2372.0,0.0,2021,Feb
Rubavu,Irembo Services,Rwanda Revenue Authority,3165.0,62.3,2021,Apr
Ngoma,eTax Portal,Ministry of Health,4140.0,0.0,2021,Sep
Nyarugenge,Digital Health Records,Ministry of ICT,3054.0,91.3,2021,Apr
Nyagatare,E-Visa Service,Ministry of ICT,379.0,59.7,2021,Jul
Musanze,Online Business Registration,Ministry of ICT,3944.0,75.4,2022,Aug
Burera,E-Visa Service,Ministry of Lands,0.0,0.0,2023,Jan
Nyamagabe,Digital Health Records,Ministry of Lands,0.0,0.0,2021,Mar
Nyagatare,Digital Health Records,Ministry of Lands,0.0,0.0,2023,Dec
Nyanza,Land Registration Portal,Immigration Department,4112.0,79.1,2023,May
Gakenke,Irembo Services,Ministry of Lands,3202.0,72.2,2022,Feb
Rulindo,Irembo Services,Ministry of ICT,0.0,0.0,2021,Jan
Rulindo,Irembo Services,Ministry of ICT,0.0,70.1,2022,Apr
Ngoma,eTax Portal,Rwanda Revenue Authority,3776.0,0.0,2021,Unknown
Nyamagabe,Online Business Registration,Ministry of ICT,4043.0,81.2,2022,Sep
Ngoma,Online Business Registration,Ministry of Lands,0.0,89.6,2023,Jul
Kicukiro,Land Registration Portal,Ministry of Lands,0.0,60.1,2021,Dec
Musanze,E-Visa Service,Ministry of Health,4856.0,57.4,2024,Jun
Huye,Land Registration Portal,Immigration Department,0.0,0.0,2023,Aug
Huye,Land Registration Portal,Ministry of ICT,0.0,95.3,2024,Dec
Rusizi,Digital Health Records,Immigration Department,0.0,98.2,2023,Feb
Nyarugenge,Irembo Services,Ministry of ICT,4480.0,0.0,2022,Oct
Rwamagana,eTax Portal,Rwanda Revenue Authority,4282.0,0.0,2021,Feb
Nyagatare,Online Business Registration,Rwanda Revenue Authority,1571.0,0.0,2023,Sep
Rwamagana,eTax Portal,Immigration Department,4872.0,0.0,2022,Mar
Burera,Irembo Services,Ministry of Lands,0.0,0.0,2021,Nov
Nyarugenge,Irembo Services,Ministry of Health,2469.0,0.0,2021,Unknown
Rwamagana,Online Business Registration,Ministry of ICT,0.0,0.0,2023,Jul
Gasabo,Digital Health Records,Ministry of ICT,0.0,57.4,2021,Feb
Nyamagabe,E-Visa Service,Ministry of Health,664.0,0.0,2023,Oct
Rulindo,Land Registration Portal,Immigration Department,0.0,0.0,2021,Oct
Kayonza,Digital Health Records,Immigration Department,0.0,74.6,2024,Jan
Ngoma,Irembo Services,Ministry of ICT,180.0,0.0,2022,Jul
Kicukiro,Irembo Services,Rwanda Revenue Authority,0.0,0.0,2024,Nov
Nyagatare,Digital Health Records,Ministry of Health,4328.0,88.1,2023,Mar
Ngoma,Land Registration Portal,Ministry of ICT,4509.0,0.0,2024,Apr
Ngoma,Land Registration Portal,Rwanda Revenue Authority,4009.0,0.0,2023,May
Rulindo,Irembo Services,Immigration Department,3637.0,86.3,2021,May
Nyarugenge,E-Visa Service,Rwanda Revenue Authority,970.0,0.0,2021,Unknown
Nyagatare,Land Registration Portal,Ministry of Lands,2819.0,72.2,2023,Jun
Rusizi,Land Registration Portal,Ministry of ICT,4161.0,0.0,2024,Unknown
Huye,Online Business Registration,Ministry of Health,0.0,90.3,2021,Jul
Nyamagabe,E-Visa Service,Rwanda Revenue Authority,3571.0,60.0,2022,Dec
Musanze,Online Business Registration,Immigration Department,0.0,53.0,2021,Unknown
Burera,eTax Portal,Rwanda Revenue Authority,0.0,72.0,2022,Dec
Nyagatare,Digital Health Records,Immigration Department,4396.0,0.0,2024,Jun
Rubavu,Irembo Services,Ministry of Lands,1854.0,0.0,2022,Jun
Rusizi,Land Registration Portal,Immigration Department,3860.0,62.8,2022,Aug
Rubavu,eTax Portal,Ministry of Health,0.0,0.0,2022,May
Nyarugenge,Online Business Registration,Ministry of Lands,0.0,61.0,2022,Apr
Kicukiro,Land Registration Portal,Rwanda Revenue Authority,2082.0,0.0,2021,Feb
Rwamagana,Digital Health Records,Ministry of ICT,4463.0,0.0,2022,Apr
Ngoma,Online Business Registration,Immigration Department,4893.0,0.0,2021,Mar
Ngoma,E-Visa Service,Ministry of Health,0.0,0.0,2022,Unknown
Rulindo,E-Visa Service,Ministry of ICT,1821.0,0.0,2023,Unknown
Musanze,Irembo Services,Ministry of ICT,0.0,91.0,2024,Oct
Rulindo,Land Registration Portal,Ministry of Lands,970.0,0.0,2022,Feb
Ngoma,eTax Portal,Rwanda Revenue Authority,0.0,0.0,2023,Mar
Gakenke,Irembo Services,Ministry of ICT,4534.0,50.4,2022,Feb
Rusizi,Land Registration Portal,Ministry of Health,3810.0,0.0,2022,Mar
Nyanza,Land Registration Portal,Immigration Department,0.0,91.4,2022,Aug
Burera,Land Registration Portal,Immigration Department,0.0,50.1,2023,Aug
Kayonza,Land Registration Portal,Immigration Department,0.0,86.9,2024,Jun
Rulindo,Land Registration Portal,Ministry of Lands,0.0,81.6,2023,Jul
Nyarugenge,Irembo Services,Ministry of Health,4438.0,0.0,2024,Feb
Kicukiro,Digital Health Records,Ministry of ICT,481.0,0.0,2022,Sep
Nyamagabe,Digital Health Records,Ministry of Health,2682.0,82.9,2021,Jun
Karongi,Irembo Services,Ministry of Lands,0.0,94.2,2022,Unknown
Rusizi,E-Visa Service,Ministry of Lands,0.0,0.0,2024,Apr
Gasabo,Digital Health Records,Rwanda Revenue Authority,1878.0,0.0,2023,Aug
Nyarugenge,eTax Portal,Ministry of Health,4118.0,0.0,2022,May
Nyagatare,eTax Portal,Immigration Department,4855.0,84.4,2023,Aug
Gasabo,E-Visa Service,Ministry of Lands,1513.0,53.3,2023,May
Rusizi,Irembo Services,Ministry of Lands,3465.0,0.0,2023,Unknown
Kicukiro,eTax Portal,Rwanda Revenue Authority,0.0,90.4,2022,Feb
Rwamagana,Irembo Services,Immigration Department,4917.0,84.9,2023,Feb
Kayonza,eTax Portal,Ministry of Lands,934.0,97.8,2023,Mar
Nyanza,Online Business Registration,Ministry of ICT,0.0,0.0,2022,Unknown
Rulindo,E-Visa Service,Immigration Department,3451.0,53.8,2023,Nov
Rusizi,E-Visa Service,Ministry of Health,4371.0,0.0,2022,May
Rwamagana,E-Visa Service,Rwanda Revenue Authority,2315.0,0.0,2024,Unknown
Nyamagabe,Irembo Services,Ministry of ICT,0.0,0.0,2024,Dec
Kayonza,Land Registration Portal,Ministry of ICT,3895.0,70.1,2024,Dec
Nyarugenge,E-Visa Service,Ministry of Health,0.0,0.0,2023,Oct
Kayonza,eTax Portal,Rwanda Revenue Authority,776.0,0.0,2021,Jan
Bugesera,Online Business Registration,Ministry of Lands,0.0,0.0,2021,Apr
Nyamagabe,Irembo Services,Rwanda Revenue Authority,1963.0,70.3,2023,Unknown
Karongi,eTax Portal,Ministry of Lands,1646.0,51.1,2021,Unknown
Karongi,Land Registration Portal,Ministry of Health,0.0,73.8,2022,Jun
Musanze,eTax Portal,Ministry of Health,0.0,0.0,2021,Mar
Rwamagana,E-Visa Service,Ministry of ICT,0.0,98.9,2023,Feb
Karongi,Online Business Registration,Ministry of ICT,4119.0,60.7,2023,Dec
Nyamagabe,E-Visa Service,Ministry of ICT,942.0,0.0,2022,Apr
Kayonza,Digital Health Records,Ministry of Health,3210.0,59.4,2024,Jun
Ngoma,E-Visa Service,Ministry of Lands,0.0,0.0,2023,Jul
Gakenke,Digital Health Records,Ministry of Health,0.0,0.0,2022,Sep
Burera,E-Visa Service,Ministry of Health,1340.0,0.0,2021,Jan
Kicukiro,Online Business Registration,Ministry of ICT,0.0,0.0,2021,Nov
Rulindo,Online Business Registration,Rwanda Revenue Authority,1268.0,0.0,2022,May
Nyarugenge,Irembo Services,Ministry of ICT,0.0,61.7,2022,May
Karongi,E-Visa Service,Rwanda Revenue Authority,4666.0,0.0,2023,Unknown
Rusizi,Digital Health Records,Ministry of Lands,4185.0,0.0,2021,Mar
Karongi,Irembo Services,Ministry of Lands,1468.0,57.1,2022,Jan
Musanzex,eTax Portal,Immigration Department,0.0,0.0,2021,Jul
Gakenke,Online Business Registration,Immigration Department,0.0,0.0,2022,Unknown
Nyanza,Irembo Services,Immigration Department,0.0,0.0,2021,Aug
Gasabo,Online Business Registration,Ministry of Lands,0.0,81.5,2024,Sep
Burera,Irembo Services,Ministry of ICT,0.0,63.6,2023,Dec
Rulindo,eTax Portal,Ministry of ICT,1761.0,65.9,2021,Sep
Nyamagabe,eTax Portal,Ministry of ICT,845.0,59.5,2024,Apr
Kicukiro,Land Registration Portal,Ministry of Health,0.0,0.0,2021,Feb
Huye,Digital Health Records,Immigration Department,3161.0,79.7,2021,Aug
Nyanzax,Land Registration Portal,Ministry of ICT,367.0,0.0,2024,Feb
Bugesera,Digital Health Records,Immigration Department,0.0,0.0,2021,Unknown
Kayonza,eTax Portal,Immigration Department,0.0,62.3,2021,Unknown
Rulindo,Irembo Services,Ministry of Health,3980.0,0.0,2023,Mar
Kicukiro,E-Visa Service,Ministry of Lands,0.0,55.1,2024,Feb
Huye,Online Business Registration,Ministry of ICT,4361.0,56.5,2024,Jan
Rusizi,eTax Portal,Ministry of Health,0.0,0.0,2022,Jan
Burera,eTax Portal,Ministry of Lands,2189.0,0.0,2021,Unknown
Rubavu,Irembo Services,Ministry of Lands,1754.0,94.6,2023,Unknown
Ngoma,E-Visa Service,Ministry of ICT,412.0,0.0,2021,Apr
Rulindo,eTax Portal,Immigration Department,0.0,0.0,2021,Mar
Kayonza,eTax Portal,Rwanda Revenue Authority,4501.0,83.8,2022,Apr
Musanze,Irembo Services,Immigration Department,0.0,0.0,2021,Unknown
Gasabo,eTax Portal,Immigration Department,4845.0,0.0,2023,Jul
Nyagatare,Digital Health Records,Rwanda Revenue Authority,0.0,0.0,2023,Jun
Rwamagana,Digital Health Records,Ministry of Lands,2858.0,83.8,2022,Nov
Ngoma,E-Visa Service,Rwanda Revenue Authority,0.0,58.3,2021,Nov
Burera,Digital Health Records,Rwanda Revenue Authority,2769.0,93.8,2023,Nov
Gasabo,Digital Health Records,Ministry of Health,0.0,0.0,2021,Feb
Burera,eTax Portal,Ministry of Health,1624.0,0.0,2021,Oct
Nyamagabe,Online Business Registration,Ministry of Health,0.0,0.0,2021,Oct
Nyarugenge,Digital Health Records,Ministry of Lands,0.0,0.0,2022,May
Nyagatare,E-Visa Service,Rwanda Revenue Authority,638.0,0.0,2021,Unknown
Musanze,Digital Health Records,Ministry of ICT,1597.0,100.0,2023,Feb
Rulindo,eTax Portal,Rwanda Revenue Authority,0.0,0.0,2021,Jan
Musanze,Land Registration Portal,Ministry of Lands,3167.0,0.0,2023,Feb
Rubavu,eTax Portal,Ministry of Health,1186.0,71.6,2021,Apr
Kayonza,Irembo Services,Ministry of Lands,0.0,0.0,2023,Nov
Ngoma,E-Visa Service,Ministry of Health,0.0,0.0,2023,Aug
Nyanza,Digital Health Records,Ministry of Lands,0.0,50.1,2021,Unknown
Rusizi,Irembo Services,Ministry of ICT,0.0,0.0,2021,Mar
Nyamagabe,Digital Health Records,Ministry of Health,0.0,0.0,2023,Feb
Kayonza,Land Registration Portal,Ministry of Health,0.0,0.0,2024,Unknown
Kayonza,Online Business Registration,Rwanda Revenue Authority,0.0,0.0,2022,Unknown
Nyagatare,Land Registration Portal,Ministry of Lands,621.0,0.0,2024,Unknown
Rulindo,eTax Portal,Immigration Department,1295.0,0.0,2024,Jun
Burera,eTax Portal,Immigration Department,0.0,83.9,2021,Feb
Rubavu,Irembo Services,Rwanda Revenue Authority,0.0,51.8,2022,Jan
Gakenke,Irembo Services,Ministry of Lands,0.0,56.8,2024,Aug
Huye,eTax Portal,Ministry of ICT,0.0,56.3,2021,Jan
Nyanza,E-Visa Service,Rwanda Revenue Authority,0.0,0.0,2024,Mar
Rubavu,eTax Portal,Ministry of Health,967.0,0.0,2024,Oct
Nyarugenge,eTax Portal,Ministry of ICT,935.0,0.0,2021,Jul
Rusizi,Digital Health Records,Ministry of Lands,0.0,79.0,2021,Unknown
Nyamagabe,Land Registration Portal,Ministry of Health,3241.0,64.4,2021,Dec
Karongi,E-Visa Service,Immigration Department,0.0,83.3,2022,Jul
Nyanza,Digital Health Records,Ministry of Lands,4849.0,0.0,2024,Aug
Rusizi,Online Business Registration,Ministry of Health,0.0,77.2,2021,Jan
Gasabo,E-Visa Service,Ministry of Lands,3797.0,0.0,2023,Jul
Ngoma,Digital Health Records,Ministry of Health,0.0,0.0,2024,Nov
Ngoma,eTax Portal,Ministry of Lands,78.0,0.0,2023,Jul
Kayonza,Digital Health Records,Immigration Department,0.0,0.0,2022,Mar
Rubavu,Irembo Services,Rwanda Revenue Authority,4049.0,70.7,2021,Jun
Rulindo,E-Visa Service,Ministry of Health,0.0,0.0,2023,Apr
Burera,eTax Portal,Ministry of Health,0.0,0.0,2022,Mar
Kayonza,Land Registration Portal,Immigration Department,0.0,63.3,2021,May
Bugesera,Digital Health Records,Rwanda Revenue Authority,0.0,0.0,2023,May
Karongi,eTax Portal,Ministry of Lands,88.0,0.0,2023,Aug
Burera,E-Visa Service,Ministry of Health,936.0,0.0,2022,Mar
Burera,Irembo Services,Rwanda Revenue Authority,2254.0,0.0,2021,Jan
Gakenke,Irembo Services,Ministry of Lands,0.0,0.0,2021,Oct
Rulindo,E-Visa Service,Ministry of Health,0.0,0.0,2023,Oct
Karongi,E-Visa Service,Ministry of Health,3580.0,56.3,2023,Oct
Huye,Digital Health Records,Ministry of Lands,3828.0,53.8,2023,Apr
Nyagatare,eTax Portal,Immigration Department,0.0,0.0,2021,Nov
Gakenke,Land Registration Portal,Rwanda Revenue Authority,0.0,59.1,2022,May
Nyagatare,E-Visa Service,Ministry of Health,1038.0,50.9,2022,Aug
Nyamagabe,E-Visa Service,Ministry of Lands,0.0,67.1,2021,Jul
Kicukiro,Online Business Registration,Ministry of Health,1732.0,0.0,2024,Sep
Karongi,Irembo Services,Ministry of Lands,0.0,0.0,2022,Aug
Kayonza,Online Business Registration,Ministry of Health,983.0,50.1,2023,Jan
Gakenke,Land Registration Portal,Ministry of ICT,3283.0,83.2,2024,Feb
Gakenke,E-Visa Service,Immigration Department,1905.0,98.7,2024,May
Rubavu,Digital Health Records,Rwanda Revenue Authority,0.0,0.0,2022,Jul
Kayonza,Irembo Services,Immigration Department,1859.0,94.9,2024,Mar
Kicukiro,Online Business Registration,Immigration Department,2305.0,0.0,2024,Jul
Rubavu,Irembo Services,Rwanda Revenue Authority,0.0,0.0,2022,Apr
Nyanza,Online Business Registration,Immigration Department,1034.0,0.0,2022,Nov
Karongi,E-Visa Service,Ministry of ICT,3726.0,53.3,2024,Unknown
Musanze,eTax Portal,Ministry of Lands,569.0,0.0,2023,Sep
Rulindo,eTax Portal,Rwanda Revenue Authority,0.0,74.2,2021,Apr
Musanze,Digital Health Records,Ministry of Lands,0.0,0.0,2024,Nov
Nyanza,Land Registration Portal,Ministry of Health,0.0,0.0,2024,Unknown
Rulindo,Irembo Services,Ministry of ICT,0.0,99.5,2023,Sep
Gasabo,Land Registration Portal,Ministry of Lands,0.0,0.0,2024,Unknown
Rubavu,Online Business Registration,Ministry of Lands,0.0,82.5,2024,Jan
Nyamagabe,E-Visa Service,Rwanda Revenue Authority,576.0,0.0,2021,Jul
Rubavu,Digital Health Records,Ministry of Health,2303.0,88.8,2021,Unknown
Nyarugenge,eTax Portal,Rwanda Revenue Authority,0.0,0.0,2021,Dec
Kayonza,eTax Portal,Ministry of Health,0.0,81.0,2022,Jun
Rusizi,Digital Health Records,Rwanda Revenue Authority,0.0,0.0,2022,Aug
Karongi,Irembo Services,Ministry of Lands,0.0,65.8,2021,Sep
Gakenke,Land Registration Portal,Ministry of Lands,0.0,57.3,2021,Unknown
Nyarugenge,Online Business Registration,Ministry of ICT,633.0,0.0,2022,Aug
Karongi,Land Registration Portal,Ministry of Lands,3838.0,0.0,2023,Jun
Burera,eTax Portal,Immigration Department,4217.0,82.1,2024,Oct
Gakenke,Digital Health Records,Ministry of Lands,0.0,0.0,2024,Sep
Karongi,eTax Portal,Immigration Department,0.0,0.0,2021,Jun
Kayonza,E-Visa Service,Ministry of Lands,3616.0,73.5,2023,Jul
Burera,eTax Portal,Immigration Department,0.0,0.0,2022,May
Kicukiro,Online Business Registration,Immigration Department,778.0,53.1,2021,Mar
Nyarugenge,Irembo Services,Ministry of Lands,0.0,0.0,2023,Jan
Nyagatare,Irembo Services,Immigration Department,0.0,81.5,2023,Jun
Ngoma,E-Visa Service,Ministry of ICT,0.0,52.2,2023,Oct
Nyagatare,Online Business Registration,Ministry of Health,0.0,97.9,2022,Apr
Nyarugenge,Digital Health Records,Immigration Department,1626.0,0.0,2022,Jan
Nyamagabe,Land Registration Portal,Immigration Department,0.0,75.0,2024,Unknown
Musanze,Digital Health Records,Ministry of ICT,0.0,0.0,2024,Unknown
Musanze,Land Registration Portal,Ministry of ICT,0.0,0.0,2023,May
Rulindo,Irembo Services,Rwanda Revenue Authority,0.0,0.0,2023,Jan
Rwamagana,eTax Portal,Ministry of Health,0.0,77.3,2022,Unknown
Ngoma-,eTax Portal,Rwanda Revenue Authority,51.0,72.9,2024,Aug
Gasabo,E-Visa Service,Immigration Department,2898.0,58.3,2023,Sep
Kicukiro,Digital Health Records,Ministry of ICT,0.0,74.1,2024,Jun
Karongi,Online Business Registration,Immigration Department,967.0,52.5,2024,Unknown
Kicukiro,Land Registration Portal,Ministry of Lands,0.0,56.8,2023,Oct
Ngoma,eTax Portal,Ministry of Health,0.0,89.7,2022,Apr
Bugesera,E-Visa Service,Ministry of Lands,0.0,0.0,2023,Mar
Bugesera,Digital Health Records,Ministry of ICT,0.0,0.0,2023,Feb
Nyamagabe,Online Business Registration,Ministry of ICT,155.0,0.0,2024,Apr
Rubavu,Irembo Services,Ministry of ICT,477.0,0.0,2023,Nov
Nyagatare,Online Business Registration,Ministry of Health,1945.0,0.0,2022,Apr
Nyanza,Irembo Services,Rwanda Revenue Authority,366.0,78.5,2023,May
Nyamagabe,Digital Health Records,Immigration Department,0.0,0.0,2022,Sep
Rwamagana,Online Business Registration,Immigration Department,0.0,79.7,2022,Unknown
Rwamagana,E-Visa Service,Immigration Department,3194.0,0.0,2024,Unknown
Rwamagana,Digital Health Records,Immigration Department,0.0,0.0,2021,Dec
Nyarugenge,Irembo Services,Immigration Department,0.0,91.5,2021,Jan
Gakenke,E-Visa Service,Rwanda Revenue Authority,0.0,0.0,2024,Unknown
Nyagatare,eTax Portal,Ministry of Lands,0.0,84.9,2023,Apr
Kayonza,E-Visa Service,Ministry of Health,0.0,0.0,2024,Oct
Rubavu,eTax Portal,Ministry of Lands,4256.0,0.0,2022,Unknown
Nyagatare,E-Visa Service,Ministry of Lands,2480.0,0.0,2021,Unknown
Rulindo,Irembo Services,Immigration Department,0.0,0.0,2024,Jul
Rusizi,Land Registration Portal,Immigration Department,0.0,62.4,2023,Jun
Rulindo,Land Registration Portal,Rwanda Revenue Authority,0.0,72.9,2024,Unknown
Rusizi,eTax Portal,Ministry of Health,0.0,0.0,2021,Unknown
Gasabo,eTax Portal,Ministry of ICT,944.0,88.2,2024,Mar
Rulindo,Online Business Registration,Ministry of Lands,0.0,74.9,2024,Mar
Ngoma,E-Visa Service,Ministry of ICT,4159.0,0.0,2021,Apr
Burera,E-Visa Service,Ministry of Health,0.0,0.0,2022,Oct
Rwamagana,E-Visa Service,Ministry of Lands,3006.0,77.6,2022,Jun
Nyarugenge,E-Visa Service,Ministry of ICT,0.0,0.0,2021,Unknown
Rulindo,Online Business Registration,Ministry of ICT,0.0,0.0,2024,Dec
